"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address","MAC Address",Location,"Switch Port and VLAN","Port Type","Service Speed","Service Type","Peering LAN","Membership Type","Route Servers"
"Amito Ltd",https://www.amito.com/,60610,"No data",195.66.225.148,2001:7f8:4::ecc2:1,9c8a.cb58.8ca9,"Equinix LD6 (EQ4)","edge5-eq4 xe-5/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Andrews & Arnold Ltd",http://www.aaisp.net.uk,20712,"No data",195.66.225.47,2001:7f8:4::50e8:1,f8f2.1e40.7a4c,"Telehouse North (THN)","edge1-thn xe-3/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Andrews & Arnold Ltd",http://www.aaisp.net.uk,20712,"No data",195.66.224.60,2001:7f8:4::50e8:2,ac1f.6b2c.0dbe,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/3/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Andrews & Arnold Ltd",http://www.aaisp.net.uk,20712,"No data",195.66.237.47,2001:7f8:4:1::50e8:1,0003.9726.800b,"Telehouse North (THN)","edge1-thn-lon2 xe14",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"ANEXIA Internetdienstleistungs GmbH",http://www.anexia-it.com,42473,"No data",195.66.244.85,2001:7f8:4:2::a5e9:1,0050.56bb.7490,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe8",1G,1G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"ANEXIA Internetdienstleistungs GmbH",http://www.anexia-it.com,42473,"No data",195.66.226.113,2001:7f8:4::a5e9:1,b033.a66e.ec83,"Telehouse North2 (TH2)","edge1-th2 xe-1/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"ANEXIA Internetdienstleistungs GmbH",http://www.anexia-it.com,42473,"No data",195.66.238.113,2001:7f8:4:1::a5e9:1,44ec.ce44.7d09,"Telehouse North2 (TH2)","edge1-th2-lon2 xe20",10G,10G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
ANEXIO,https://www.anexio.com,64252,"No data",206.55.196.32,2001:504:31::fafc:1,d46d.504c.11f5,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/4",1G,1G,Regular,nva1,full,
"Angola Cables",http://angolacables.co.ao/,37468,"No data",195.66.226.95,2001:7f8:4::925c:1,28a2.4bfd.5c32,"Interxion LON2 (IN2)","core3-in2 et-2/2/3 VLAN: 500",ConneXions,40G,ConneXions,lon1,"ConneXions,full","rs1.lon1, rs3.lon1"
"ANS Group Limited",https://www.ans.co.uk/,61323,"No data",195.66.244.115,2001:7f8:4:2::ef8b:1,2899.3a92.3443,"Equinix MA3 Joule House (TCJ)","edge3-tcj-man1 ce2/1",100G,100G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"ANS Group Limited",https://www.ans.co.uk/,61323,"No data",195.66.227.67,2001:7f8:4::ef8b:1,444c.a88d.b00f,"Telehouse North (THN)","core3-thn et-2/3/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Anuvu UK Operations Ltd.",http://www.emc-corp.net/,27822,"No data",195.66.237.45,2001:7f8:4:1::6cae:1,6c20.5645.fd02,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe16",1G,1G,Regular,lon2,full,"rs2.lon2, rs3.lon1, rs4.lon2"
"Anuvu UK Operations Ltd.",http://www.emc-corp.net/,27822,"No data",195.66.225.45,,6c20.5645.fc82,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/6",1G,1G,Regular,lon1,full,"rs2.lon2, rs3.lon1, rs4.lon2"
"Anycast Holdings Pty Ltd",https://www.anycast.com.au/,58511,"No data",195.66.238.214,2001:7f8:4:1::e48f:1,8890.0988.7858,"Telehouse North (THN)","edge4-thn-lon2 xe27",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Anycast Holdings Pty Ltd",https://www.anycast.com.au/,58511,"No data",195.66.226.214,2001:7f8:4::e48f:1,8890.0988.7445,"Telehouse North (THN)","edge2-thn xe-4/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"APII.IO Limited",http://www.apii.io,39070,"No data",195.66.225.68,2001:7f8:4::989e:1,0023.9c9a.c7f0,"Telehouse North (THN)","edge4-thn xe-4/0/2 VLAN: 506",ConneXions,1G,ConneXions,lon1,full,
"Aplikanusa Lintasarta",http://www.lintasarta.net/en-us/home.aspx,4800,"No data",195.66.226.132,2001:7f8:4::12c0:1,64c3.d65c.87c0,"Telehouse North (THN)","core3-thn ae211 VLAN: 14",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.146,2001:7f8:4::2ca:1,46f4.772a.425d,"Equinix LD6 (EQ4)","edge3-eq4 et-2/1/2",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",206.55.196.101,2001:504:31::2ca:2,3a4f.49d7.709b,"CoreSite Reston (COR)","edge1-cor.nva1 et-3/3/0",100G,100G,Regular,nva1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.145,2001:7f8:4::2ca:2,46f4.7729.ef5c,"Equinix LD6 (EQ4)","edge3-eq4 et-9/0/5",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.244.79,2001:7f8:4:2::2ca:1,6464.9bbb.d3c4,"Equinix MA3 Joule House (TCJ)","edge3-tcj-man1 ce3/1",100G,100G,Regular,man1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.145,2001:7f8:4::2ca:2,46f4.7729.ef5c,"Equinix LD6 (EQ4)","edge3-eq4 et-8/1/2",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.148,2001:7f8:4::2ca:4,46f4.7728.4d91,"Telehouse West (THW)","core3-thw et-2/1/1",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.148,2001:7f8:4::2ca:4,46f4.7728.4d91,"Telehouse West (THW)","core3-thw et-2/1/0",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",206.55.196.100,2001:504:31::2ca:1,dab1.22f9.8adb,"CoreSite Reston (COR)","edge1-cor.nva1 et-3/1/0",100G,100G,Regular,nva1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.146,2001:7f8:4::2ca:1,46f4.772a.425d,"Equinix LD6 (EQ4)","edge3-eq4 et-4/0/2",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.147,2001:7f8:4::2ca:3,46f4.7728.ae94,"Telehouse West (THW)","core4-thw et-2/3/2",100G,100G,Regular,lon1,full,
"Apple Europe Limited",http://www.apple.com,714,"No data",195.66.226.147,2001:7f8:4::2ca:3,46f4.7728.ae94,"Telehouse West (THW)","core4-thw et-2/3/3",100G,100G,Regular,lon1,full,
"Applied Satellite Technology Ltd",http://,212694,"No data",195.66.226.58,2001:7f8:4::3:3ed6:1,70e4.22c0.6f53,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/1/3",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Aptum Technologies (UK) Limited",https://aptum.com,13768,"No data",195.66.224.156,2001:7f8:4::35c8:1,ac4b.c89b.c7c1,"Telehouse West (THW)","edge1-thw xe-9/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Aptum Technologies (UK) Limited",https://aptum.com,13768,"No data",195.66.224.156,2001:7f8:4::35c8:1,ac4b.c89b.c7c1,"Telehouse West (THW)","edge1-thw xe-3/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Aptus Solutions Limited",http://www.aptus.co.tz,37349,"No data",195.66.225.219,2001:7f8:4::91e5:1,cc2d.e076.7aea,"Telehouse East (THE)","edge4-the ge-4/0/5",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"aq Limited",http://aql.com,33920,"No data",195.66.225.115,2001:7f8:4::8480:1,f04b.3a26.241c,"Telehouse East (THE)","edge4-the xe-2/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"aq Limited",http://aql.com,33920,"No data",195.66.244.40,2001:7f8:4:2::8480:1,f01c.2dc5.48b2,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe16",1G,1G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Ask4 Limited",http://www.ask4.com,41230,"No data",195.66.224.104,,2899.3a4d.2dd5,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/4/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Ask4 Limited",http://www.ask4.com,41230,"No data",195.66.244.23,,2899.3a06.68db,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe16",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,"No data",195.66.226.200,2001:7f8:4::c763:1,d46d.507b.32e3,"Telehouse North (THN)","edge1-thn xe-2/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,"No data",195.66.226.200,2001:7f8:4::c763:1,d46d.507b.32e3,"Telehouse North (THN)","edge1-thn xe-4/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,"No data",195.66.244.89,2001:7f8:4:2::c763:1,8890.0971.2c22,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe25",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,"No data",195.66.238.200,2001:7f8:4:1::c763:1,e0ac.f13c.89db,"Telehouse West (THW)","edge1-thw-lon2 xe34",10G,10G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Associated Networks (UK) Ltd. ANLX",http://www.anlx.net,25061,"No data",195.66.237.22,2001:7f8:4:1::61e5:2,8478.ac38.deaa,"Telehouse North (THN)","edge1-thn-lon2 xe2",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Associated Networks (UK) Ltd. ANLX",http://www.anlx.net,25061,"No data",195.66.225.22,2001:7f8:4::61e5:1,8478.ac38.deab,"Telehouse East (THE)","edge4-the xe-7/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Astutium Ltd",https://www.astutium.com,29527,"No data",195.66.236.244,2001:7f8:4:1::7357:2,0025.9010.45b4,"Telehouse North (THN)","edge2-thn-lon2 xe41",1000T,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Astutium Ltd",https://www.astutium.com,29527,"No data",195.66.224.244,2001:7f8:4::7357:1,0025.9010.45aa,"Telehouse North (THN)","edge1-thn ge-9/2/5",1000T,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AT&T Global Network Services (UK) BV - Branch",http://www.att.com/globalnetworking/,2686,"No data",195.66.224.27,2001:7f8:4::a7e:1,80a2.3513.f8d6,"Telehouse North (THN)","core3-thn et-3/3/1",100G,100G,Regular,lon1,full,
"AT&T Global Network Services (UK) BV - Branch",http://www.att.com/globalnetworking/,2686,"No data",195.66.236.27,2001:7f8:4:1::a7e:1,80a2.3514.20d6,"Digital Realty Sovereign House (RBS)","edge2-rbs-lon2 ce3/1",100G,100G,Regular,lon2,full,
"Atlantech Online",http://www.atlantech.net,7784,"No data",206.55.196.64,2001:504:31::1e68:1,8071.1fc0.7002,"CoreSite Reston (COR)","edge1-cor.nva1 xe-11/2/0",10G,10G,Regular,nva1,full,"rs1.nva1, rs2.nva1"
"Atlantic Metro Communications II, Inc.",http://www.atlanticmetro.net,29838,"No data",195.66.227.230,2001:7f8:4::748e:1,1c9c.8c86.b339,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/0/1",1G,1G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"Atlas Business Group of Companies Plc",http://www.atlasbusinesses.com,13005,"No data",195.66.224.154,2001:7f8:4::32cd:1,70df.2f01.9583,"Telehouse North (THN)","edge4-thn xe-4/0/2 VLAN: 507",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs1.man1, rs3.lon1"
"Atlas Business Group of Companies Plc",http://www.atlasbusinesses.com,13005,"No data",195.66.244.32,2001:7f8:4:2::32cd:1,a023.9fe7.6204,"M247 Ball Green (M2I)","edge2-m2i-man1 xe21",1G,1G,Regular,man1,full,"rs1.lon1, rs1.man1, rs3.lon1"
"Atlas Communications",http://www.atlas-comms.com/,31641,"No data",195.66.224.203,2001:7f8:4::7b99:1,f4b5.2fd7.bcaf,"Telehouse North (THN)","edge1-thn ge-8/3/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Atmoso Limited",http://www.silver-lining.com/,56444,"No data",195.66.227.96,2001:7f8:4::dc7c:1,100e.7e38.a0f9,"Telehouse North (THN)","edge3-thn xe-2/2/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Atmoso Limited",http://www.silver-lining.com/,56444,"No data",195.66.226.4,2001:7f8:4::dc7c:2,7819.f7f1.b0f9,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
atom86,https://atom86.net/,8455,"No data",195.66.227.118,2001:7f8:4::2107:1,5c5e.ab29.ab62,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 734",ConneXions,10G,ConneXions,lon1,full,
"Audatex UK Limited",http://www.audatex.co.uk/,50287,"No data",195.66.227.124,,2c33.118c.0101,"Telehouse North (THN)","core4-thn et-2/2/1 VLAN: 2575",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
Automattic,http://www.automattic.com/,2635,"No data",195.66.226.127,2001:7f8:4::a4b:1,985d.8228.0000,"Equinix LD6 (EQ4)","edge3-eq4 et-5/0/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Avanti Communications",http://www.avantiplc.com,39356,"No data",195.66.237.143,2001:7f8:4:1::99bc:1,0023.9cfb.ce29,"Telehouse East (THE)","edge1-the-lon2 xe18",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Avanti Communications",http://www.avantiplc.com,39356,"No data",195.66.225.143,2001:7f8:4::99bc:1,0023.9cfb.cf72,"Telehouse East (THE)","edge4-the xe-2/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Avelacom Limited",http://www.avelacom.ru,208783,"No data",195.66.226.150,2001:7f8:4::3:2f8f:1,0050.5699.3a46,"Interxion LON2 (IN2)","edge1-in2 xe-3/2/6",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Avelacom Limited",http://www.avelacom.ru,31059,"No data",195.66.226.66,2001:7f8:4::7953:1,5087.8912.d51d,"Interxion LON2 (IN2)","edge1-in2 xe-3/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Avensys Networks Ltd.",http://www.avensys.net/,8553,"No data",195.66.224.126,,0a81.f48b.b5ff,"Telehouse North (THN)","edge1-thn ge-7/1/6",1G,1G,Regular,lon1,full,
"Avensys Networks Ltd.",http://www.avensys.net/,8553,"No data",195.66.236.126,2001:7f8:4:1::2169:1,a8d0.e55c.8778,"Telehouse North (THN)","edge1-thn-lon2 xe4",1G,1G,Regular,lon2,full,
"Avensys Networks Ltd.",http://www.avensys.net/,8553,"No data",195.66.244.15,,a8d0.e555.bd8c,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe9",1G,1G,Regular,man1,full,
"AVR Group Limited",http://monitoring.co.uk,42009,"No data",195.66.244.109,2001:7f8:4:2::a419:1,aa00.00aa.3762,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe18 VLAN: 1397",ConneXions,1G,ConneXions,man1,full,"rs1.man1, rs2.man1"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,"No data",195.66.224.222,,a03d.6fcb.a710,"Telehouse West (THW)","edge1-thw xe-9/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,"No data",195.66.227.232,2001:7f8:4::87ba:2,a03d.6fcb.7401,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/1/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,"No data",195.66.236.222,2001:7f8:4:1::87ba:1,a03d.6fcb.a610,"Telehouse West (THW)","edge2-thw-lon2 xe5",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Axians Networks Limited",http://www.imtechict.co.uk,57228,"No data",195.66.224.196,2001:7f8:4::df8c:1,a8d0.e55b.7878,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/0/8",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Backbone Connect Ltd",http://www.BackboneConnect.co.uk,41107,"No data",195.66.227.147,2001:7f8:4::a093:2,5087.8938.4b5b,"Telehouse North (THN)","edge3-thn xe-4/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Backbone Connect Ltd",http://www.BackboneConnect.co.uk,41107,"No data",195.66.239.180,2001:7f8:4:1::a093:1,d0c2.82cd.86c3,"Telehouse North (THN)","edge4-thn-lon2 xe25",1G,1G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Backbone Connect Ltd",http://www.BackboneConnect.co.uk,41107,"No data",195.66.227.180,2001:7f8:4::a093:1,5087.892a.f7c5,"Telehouse North (THN)","edge3-thn xe-10/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
Bahnhof,http://www.bahnhof.se,8473,"No data",195.66.225.134,2001:7f8:4::2119:1,70e4.2271.8fa1,"Telehouse North (THN)","edge4-thn xe-9/2/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Baishan Cloud",https://www.baishan.com/,139057,"No data",185.1.126.240,2001:7f8:d1::2:1f31:1,3cc7.8600.e2d2,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce16/1",100G,100G,Regular,jed1,jedix_customer,"rs1.jed1, rs2.jed1"
"Balkan Internet Exchange Ltd",https://www.b-ix.net,59900,"No data",195.66.227.179,2001:7f8:4::e9fc:1,8843.e13d.b7ff,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 1013",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,"No data",195.66.227.15,2001:7f8:4::3:1a9d:1,0004.969a.81e8,"Telehouse North (THN)","edge1-thn xe-5/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,"No data",195.66.244.127,2001:7f8:4:2:0:3:1a9d:1,c4ad.34c0.5a16,"TeleData Delta House (TDD)","edge3-tdd-man1 xe5",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,"No data",195.66.239.15,2001:7f8:4:1:0:3:1a9d:1,0004.969a.81f2,"Telehouse North (THN)","edge4-thn-lon2 xe39",1G,1G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Bangladesh Telecommunications Company Limited(BTCL)",http://,17494,"No data",195.66.226.78,2001:7f8:4::4456:1,b026.801e.e6d8,"Telehouse North (THN)","edge3-thn xe-4/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Barritel Limited",http://www.barritel.com,"No IP","No data",,,e839.35c5.acdc,"Telehouse North (THN)","edge2-thn-lon2 xe32",10G,10G,Regular,lon2,full,
"Barritel Limited",http://www.barritel.com,59410,"No data",195.66.227.1,2001:7f8:4::e812:1,0007.7d69.c2a2,"Telehouse East (THE)","edge4-the ge-4/2/7",1000T,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Barritel Limited",http://www.barritel.com,59410,"No data",195.66.239.1,2001:7f8:4:1::e812:1,442b.0322.54a1,"Telehouse East (THE)","edge2-the-lon2 xe32",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bayan Telecommunications",http://www.bayan.com.ph,6648,"No data",195.66.226.7,2001:7f8:4::19f8:1,68ab.095e.69a5,"Telehouse North (THN)","core3-thn et-2/2/3 VLAN: 121",ConneXions,300M,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.244.59,2001:7f8:4:2::b02:1,88e6.4b25.b84c,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce11/1",100G,100G,Regular,man1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.246.25,2001:7f8:4:3::b02:1,88e6.4b25.b84b,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 2",10G,10G,Regular,sco1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.224.103,2001:7f8:4::b02:1,cce1.9489.c636,"Telehouse West (THW)","core4-thw et-2/4/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,31459,"No data",195.66.224.197,,000e.d6b0.d6c0,"Telehouse North (THN)","edge4-thn ge-7/2/1",1G,1G,Regular,lon1,full,
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.224.88,2001:7f8:4::b02:5,d0dd.4942.5fd0,"Equinix LD6 (EQ4)","edge3-eq4 et-8/0/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.238.229,2001:7f8:4:1::b02:2,cce1.9489.b639,"Telehouse West (THW)","edge1-thw-lon2 xe7",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.236.103,2001:7f8:4:1::b02:1,cce1.9489.d638,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe22",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.238.229,2001:7f8:4:1::b02:2,cce1.9489.b639,"Telehouse West (THW)","edge1-thw-lon2 xe9",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.238.229,2001:7f8:4:1::b02:2,cce1.9489.b639,"Telehouse West (THW)","edge1-thw-lon2 xe10",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.236.103,2001:7f8:4:1::b02:1,cce1.9489.d638,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe23",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.225.13,2001:7f8:4::b02:4,182a.d3b9.1cb0,"Equinix LD6 (EQ4)","edge3-eq4 et-9/1/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.236.103,2001:7f8:4:1::b02:1,cce1.9489.d638,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe21",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.226.229,2001:7f8:4::b02:2,cce1.9489.a639,"Digital Realty Sovereign House (RBS)","edge2-rbs et-1/1/5",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.236.103,2001:7f8:4:1::b02:1,cce1.9489.d638,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe24",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,"No data",195.66.238.229,2001:7f8:4:1::b02:2,cce1.9489.b639,"Telehouse West (THW)","edge1-thw-lon2 xe8",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"BCS Group",http://www.bcs-ea.com,37273,"No data",195.66.225.195,,20e0.9cc7.4ba7,"Telehouse East (THE)","edge4-the xe-7/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"BCS Group",http://www.bcs-ea.com,37273,"No data",195.66.237.195,2001:7f8:4:1::9199:1,20e0.9cc7.4ba7,"Telehouse East (THE)","edge2-the-lon2 xe24",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Be Artis",http://www.optimus.pt/Main,2860,"No data",195.66.225.150,2001:7f8:4::b2c:1,b026.8045.f203,"Telehouse East (THE)","edge4-the xe-7/0/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Be Artis",http://www.optimus.pt/Main,2860,"No data",195.66.237.150,2001:7f8:4:1::b2c:1,b026.8020.11c2,"Telehouse East (THE)","edge1-the-lon2 xe37",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Beaming Ltd",http://www.beaming.biz,48620,"No data",195.66.238.220,2001:7f8:4:1::bdec:1,001e.f7f6.7d40,"Telehouse North (THN)","edge4-thn-lon2 xe22",1G,1G,Regular,lon2,full,
"Beaming Ltd",http://www.beaming.biz,48620,"No data",195.66.226.220,,001d.7082.a000,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/9",1G,1G,Regular,lon1,full,
